epoch,sample_count,entropy_mean,entropy_std,max_weight_mean,branch_lidar,branch_std_lidar,dom_lidar,branch_radar,branch_std_radar,dom_radar,branch_camera,branch_std_camera,dom_camera
0,18280,0.9514499306678772,0.06866876366266976,0.4289228618144989,0.4287266135215759,0.11325132101774216,0.9509299993515015,0.3025376498699188,0.05354560911655426,5.470459655043669e-05,0.26873522996902466,0.08005300164222717,0.04901531711220741
1,18280,0.9995863437652588,0.004442616332122344,0.34573331475257874,0.3241235911846161,0.0046921707689762115,0.0,0.3301425576210022,0.0010139921214431524,0.0,0.34573331475257874,0.005047131329774857,1.0
2,18280,0.9990109801292419,0.0,0.3546743094921112,0.3174424469470978,0.00037624596734531224,0.0,0.3278824985027313,0.0008234092965722084,0.0,0.3546743094921112,0.0013147374847903848,1.0
3,18280,0.9991640448570251,0.0028078902839302933,0.3520682156085968,0.3173799514770508,0.0004315837286412716,0.0,0.3305519223213196,0.0012388783507049084,0.0,0.3520682156085968,0.001399822416715324,1.0
4,18280,0.9994152784347534,0.0,0.347827285528183,0.3178454041481018,0.0001220703125,0.0,0.3343271017074585,0.0011087586171925068,0.0,0.347827285528183,0.001115458202548325,1.0
5,18280,0.9994795918464661,0.002270065644049957,0.3441969156265259,0.3177683353424072,0.0007065330282784998,0.0,0.3380333185195923,0.0019645357970148325,0.000875273544806987,0.3441968560218811,0.0015892598312348127,0.9991247653961182
6,18280,0.9995003342628479,0.0,0.34241870045661926,0.31777194142341614,0.0005459150415845215,0.0,0.34236449003219604,0.0009455526014789939,0.8768052458763123,0.33986321091651917,0.001081545720808208,0.12319475412368774
7,18280,0.9995080232620239,0.0,0.3444148898124695,0.3178689777851105,0.0,0.0,0.3444148898124695,0.0008234092965722084,1.0,0.33771684765815735,0.0005593964597210288,0.0
8,18280,0.9993402361869812,0.0,0.34408703446388245,0.315700501203537,0.0017541635315865278,0.0,0.34315237402915955,0.0014673846308141947,0.6385120749473572,0.341146856546402,0.002923322841525078,0.3614879846572876
9,18280,0.9987832903862,0.00460749252577911,0.3542824983596802,0.31470394134521484,0.0014391877921298146,0.0,0.3542824983596802,0.006086401641368866,1.0,0.3310140371322632,0.007590967696160078,0.0
10,18280,0.9978593587875366,0.0024060056921007657,0.36587369441986084,0.3166041970252991,0.0,0.0,0.36587369441986084,0.00139715860132128,1.0,0.3175216317176819,0.0011960399569943547,0.0
11,18280,0.9976872801780701,0.004216388169761407,0.3671421408653259,0.3164127767086029,0.0,0.0,0.3671421408653259,0.00038602022686973214,1.0,0.31644654273986816,0.0,0.0
12,18280,0.9975962042808533,0.002537857032925011,0.3678632378578186,0.31606724858283997,0.0006224389071576297,0.0,0.3678632378578186,0.0005459150415845215,1.0,0.3160683810710907,0.0006042172317393124,0.0
13,18280,0.9975511431694031,0.0,0.36827734112739563,0.3158615529537201,0.0,0.0,0.36827734112739563,0.0009376398520544171,1.0,0.31586161255836487,0.0,0.0
14,18280,0.997550368309021,0.0,0.36828693747520447,0.31585657596588135,0.0004958519712090492,0.0,0.36828693747520447,0.0005033087800256908,1.0,0.31585657596588135,0.0005179004510864615,0.0
15,18280,0.9973422288894653,0.0,0.36972054839134216,0.31513991951942444,0.0,0.0,0.36972054839134216,0.00021143197955098003,1.0,0.31513991951942444,0.0,0.0
16,18280,0.997289776802063,0.00571917926860372,0.36996763944625854,0.3150162100791931,0.0,0.0,0.36996763944625854,0.0001726334885461256,1.0,0.3150162100791931,0.0,0.0
17,18280,0.997138261795044,0.007363186642081598,0.3708399832248688,0.31457942724227905,0.0007475249585695565,0.0,0.3708399832248688,0.0,1.0,0.31457945704460144,0.000732421875,0.0
18,18280,0.9972176551818848,0.0,0.3705264925956726,0.31473684310913086,0.0,0.0,0.3705264925956726,0.0004401307669468224,1.0,0.31473684310913086,0.0,0.0
19,18280,0.9972389340400696,0.003960041776558834,0.37032148241996765,0.31483885645866394,0.00021143197955098003,0.0,0.37032148241996765,0.0006686066626571119,1.0,0.31483885645866394,0.00021143197955098003,0.0
